Report Status,pilot,crew,engine,weather,runway,manufacturer,probable,foreign,factual
"The pilot's loss of directional control during the landing roll, which resulted in a runway excursion and an impact with terrain.",1,0,0,0,1,0,0,0,0
"The pilot's loss of directional control during the landing roll, which resulted in a runway excursion and subsequent impact with a corn field.",1,0,0,0,1,0,0,0,0
"The pilot's loss of directional control during the landing roll, which resulted in a runway excursion, and a ground loop.",1,0,0,0,1,0,0,0,0
"The pilot's loss of directional control during the landing roll, which resulted in a runway excursion.",2,0,0,0,2,0,0,0,0
"The pilot's loss of directional control during the landing roll, which resulted in a runway excursion. Contributing to the accident were the sensitivity of the brake system and the certified flight instructor pilot's delayed remedial action.",1,0,0,0,1,0,0,0,0
The pilot's loss of directional control during the landing roll.,3,0,0,0,0,0,0,0,0
"The pilot's loss of directional control during the landing roll.

",1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control during the landing rollout for reasons that could not be determined based on the available evidence, which resulted in the right wing striking the ground.",1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control during the landing rollout in crosswinds, resulting in a runway excursion and subsequent impact with a snow bank.",1,0,0,0,1,0,0,0,0
The pilot's loss of directional control during the landing rollout.,1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control during the landing touchdown, resulting in a runway excursion and substantial damage to the both wings.",1,0,0,0,1,0,0,0,0
The pilot's loss of directional control during the landing.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control during the landing.  A contributing factor was the flight instructor's delayed remedial action.,1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control during the rejected takeoff. Contributing to the accident were the pilot's lack of familiarity with the airport runway configuration, which led to his premature attempt to take off, and the airplanes inoperative landing light.",1,0,0,0,1,0,0,0,0
The pilot's loss of directional control during the takeoff roll and the flight instructor's inability to apply remedial action due to the opposite corrective control inputs by the pilot.,1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control during the takeoff roll due to distraction by the passenger window being unsecured, which resulted in a runway excursion and impact with a runway distance marker. Contributing to the accident was pilots failure to ensure that the passenger window was secured.",1,0,0,0,1,0,0,0,0
"The pilot's loss of directional control during the takeoff roll, which resulted in a runway excursion, ground loop, and impact with terrain. Contributing to the accident was the pilot's lack of experience from the back seat.",1,0,0,0,1,0,0,0,0
"The pilot's loss of directional control during the takeoff roll, which resulted in a runway excursion.",1,0,0,0,1,0,0,0,0
The pilot's loss of directional control during the takeoff roll.,2,0,0,0,0,0,0,0,0
"The pilot's loss of directional control during the takeoff, and her delayed remedial action in aborting the takeoff after the loss of directional control.",1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control during the takeoff, which resulted in a collision with a parked airplane and impact with terrain.",1,0,0,0,0,0,0,0,0
The pilot's loss of directional control during the touchdown and the subsequent attempted aborted landing which resulted in a runway excursion and impact with terrain.,1,0,0,0,1,0,0,0,0
The pilot's loss of directional control following an encounter with gusty crosswind during landing.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control for undetermined reasons.,1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control of the airplane during landing, which resulted in a runway excursion.",1,0,0,0,1,0,0,0,0
The pilot's loss of directional control on a wet runway during takeoff from a touch and go landing resulting in a runway excursion.,1,0,0,0,1,0,0,0,0
"The pilot's loss of directional control on landing, which resulted in a runway excursion.",1,0,0,0,1,0,0,0,0
The pilot's loss of directional control on takeoff during an encounter with a wind gust.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control on takeoff.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control resulting from a hard landing and failure to recover from a bounced landing.  Contributing to the accident was the crosswind.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control resulting in a ground-loop.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control to the right for reasons that could not be determined during examination of the right main landing gear wheel and brake drum.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control while attempting to move the helicopter laterally without first lifting it fully off its landing platform.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control while landing a tailwheel airplane in gusty wind conditions.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control while landing a tailwheel airplane with a slight left quartering a tailwind. Contributing to the accident was the flight instructor's delayed remedial action.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control while landing during an encounter with a wind gust.,1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control while landing in a crosswind, which resulted in a ground loop.",1,0,0,0,0,0,0,0,0
The pilot's loss of directional control while landing in a crosswind.,1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control while landing in a gusty crosswind, which resulted in a runway excursion and subsequent impact with terrain. ",1,0,0,0,1,0,0,0,0
"The pilot's loss of directional control while landing in gusting crosswind conditions, which exceeded the airplane's maximum demonstrated crosswind velocity.",1,0,0,0,0,0,0,0,0
The pilot's loss of directional control while landing in gusting wind conditions.,2,0,0,0,0,0,0,0,0
The pilot's loss of directional control while landing in gusty crosswind conditions. Contributing to the accident was the pilot's operation of the engine above its normal temperature limit on takeoff.,1,0,1,0,0,0,0,0,0
The pilot's loss of directional control while landing in gusty crosswinds in a tail wheel equipped airplane.,1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control while landing in gusty, crosswind conditions.",1,0,0,0,0,0,0,0,0
The pilot's loss of directional control while landing on a patchy snow-covered runway.,1,0,0,0,1,0,0,0,0
"The pilot's loss of directional control while landing on a wet turf runway, which resulted in a runway excursion and collision with a tree.",1,0,0,0,1,0,0,0,0
The pilot's loss of directional control while landing on an ice/snow covered runway.,1,0,0,0,1,0,0,0,0
The pilot's loss of directional control while landing with a crosswind.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control while landing with a gusting wind.,1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control while landing, which resulted in a ground loop and impact with a fence.",1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control while landing, which resulted in a ground loop.",1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control while landing, which resulted in a ground loop.",1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control while landing, which resulted in a ground loop. ",1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control while landing, which resulted in a runaway excursion and subsequent ground loop.",1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control while landing, which resulted in a runway excursion and collision with terrain. ",1,0,0,0,1,0,0,0,0
"The pilot's loss of directional control while landing, which resulted in a runway excursion.",1,0,0,0,1,0,0,0,0
"The pilot's loss of directional control while landing, which resulted in a runway excursion.",2,0,0,0,2,0,0,0,0
The pilot's loss of directional control while landing.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control while taking off with a crosswind.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control while taking off with a gusting wind.,1,0,0,0,0,0,0,0,0
The pilot's loss of directional control while taxiing.,1,0,0,0,0,0,0,0,0
"The pilot's loss of directional control, resulting in a runway excursion, and the subsequent separation of the left main landing gear for undetermined reasons.",1,0,0,0,1,0,0,0,0
"The pilot's loss of directional control, which resulted in a runway excursion, and collision with runway and taxiway lights and terrain.",1,0,0,0,1,0,0,0,0
"The pilot's loss of elevator control, due to control stick's counter-weight binding with the airplane's header tank.",1,0,0,0,0,0,0,0,0
The pilot's loss of glider control due to impairment or incapacitation caused by an episode of ventricular tachycardia.,1,0,0,0,0,0,0,0,0
"The pilot's loss of heading control during the go-around in gusty crosswind conditions, which resulted in a collision with trees.",1,0,0,0,0,0,0,0,0
"The pilot's loss of helicopter control after entry into vortex ring state, leading to a high rate of descent to the ground with a right spin. Contributing to the accident was the pilot's lack of recent and recurrent training in vortex ring state recognition and recovery.",1,0,0,0,0,0,0,0,0
"The pilot's loss of helicopter control after entry into vortex ring state, which resulted in main rotor blade contact with the tailboom, and impact with the ground.",1,0,0,0,0,0,0,0,0
The pilot's loss of helicopter control as a result of fatigue during cruise flight at night.,1,0,0,0,0,0,0,0,0
The pilot's loss of helicopter control as a result of spatial disorientation due to dark night conditions and marginal visual flight rules weather conditions.,1,0,0,1,0,0,0,0,0
The pilot's loss of helicopter control due to settling with power while maneuvering for takeoff.,1,0,0,0,0,0,0,0,0
"The pilot's loss of helicopter control due to vortex ring state, which resulted in a hard landing. Contributing to the accident was the pilots decision to conduct the landing approach with a tailwind.",1,0,0,0,0,0,0,0,0
The pilot's loss of helicopter control during a missed approach in instrument meteorological conditions due to spatial disorientation and the cumulative effects of task saturation.,1,0,0,0,0,0,0,0,0
The pilot's loss of helicopter control during an agricultural application pass for reasons that could not be determined due to the extent of damage to the flight control system.,1,0,0,0,0,0,0,0,0
The pilot's loss of helicopter control during landing to a dolly.,1,0,0,0,0,0,0,0,0
"The pilot's loss of helicopter control during landing, which resulted in a hard landing and collision with a wall.",1,0,0,0,0,0,0,0,0
The pilot's loss of helicopter control for reasons that could not be determined based on available evidence.,1,0,0,0,0,0,0,0,0
"The pilot's loss of helicopter control for reasons that could not be determined based on the available information.
",1,0,0,0,0,0,0,0,0
The pilot's loss of helicopter control for undetermined reasons.,1,0,0,0,0,0,0,0,0
"The pilot's loss of helicopter control in mountainous terrain as the result of operating the helicopter outside the performance envelope of its hydraulic system and encountering the servo transparency phenomenon. Contributing to the accident was the pilot's decision to perform low-level, high-speed maneuvers through mountainous terrain.",1,0,0,0,0,0,0,0,0
"The pilot's loss of helicopter control on approach to land due to a settling with power condition, which resulted in a hard landing.",1,0,0,0,0,0,0,0,0
The pilot's loss of helicopter control while maneuvering at a low altitude after being struck in the head by a bird.,1,0,0,0,0,0,0,0,0
"The pilot's loss of lateral control while landing in gusting crosswind conditions, which resulted in a nose-over.

",1,0,0,0,0,0,0,0,0
"The pilot's loss of pitch attitude and ground proximity awareness, which resulted in an unintentionally steep initial climb and an overcorrection into a steep descent and ground impact. 

",1,0,0,0,0,0,0,0,0
The pilot's loss of pitch control and subsequent exceedance of the glider's airspeed limit for undetermined reasons.,1,0,0,0,0,0,0,0,0
"The pilot's loss of pitch control while maneuvering at low altitude, which resulted in a collision with terrain, a left main landing gear collapse, and runway excursion.",1,0,0,0,1,0,0,0,0
"The pilot's loss of positional awareness while taxiing, resulting in a collision with a parked and unoccupied airplane. Contributing to the accident was the pilot's difficulty seeing over the nose of the airplane, his preoccupation with trying to control the airplane in the wind, and his minimal experience in the airplane.",1,0,0,0,0,0,0,0,0
The pilot's loss of situational awareness and failure to maintain aircraft control while maneuvering at low altitude. Contributing to the accident was glare from the rising sun.,1,0,0,0,0,0,0,0,0
The pilot's loss of situational awareness and failure to maintain clearance from hilly terrain while flying in an area of a low cloud ceiling. Contributing to the accident was the pilot's decision to continue flight due to a self-induced pressure.,1,0,0,0,0,0,0,0,0
The pilot's loss of situational awareness during the approach to an unfamiliar airport at night and his failure to maintain clearance from the trees. Contributing to the accident was the pilot's lack of familiarity with the airplane's navigational equipment.,1,0,0,0,0,0,0,0,0
The pilot's loss of situational awareness during the takeoff roll resulting in a collision with a refrigeration trailer.,1,0,0,0,0,0,0,0,0
The pilot's loss of situational awareness resulting in controlled flight into terrain. Contributing to the accident was the pilot's unfamiliarity with the hazards of a low-contrast area while using night vision goggles.,1,0,0,0,0,0,0,0,0
"The pilot's loss of situational awareness shortly after takeoff over a sparsely lit area in dark night conditions, which resulted in a rapid descent to ground impact. 

 

 
",1,0,0,0,0,0,0,0,0
"The pilot's loss of situational awareness while instructing the passenger, which resulted in the controlled flight of the airplane into the water.",1,0,0,0,0,0,0,0,0
"The pilot's loss of situational awareness while maneuvering in adverse weather conditions, resulting in spatial disorientation.",1,0,0,1,0,0,0,0,0
"The pilot's loss of situational awareness, which resulted in a wrong turn into a box canyon, and an in flight collision with terrain.",1,0,0,0,0,0,0,0,0
"The pilot's loss of situational awareness, which resulted in his failure to maintain adequate clearance from powerlines.",1,0,0,0,0,0,0,0,0
The pilot's loss of vertical control after the helicopter encountered a gusty tailwind while maneuvering at a low altitude and near the helicopter's maximum gross weight.,1,0,0,0,0,0,0,0,0
"The pilot's loss of vision during cruise flight, which resulted in a loss of aircraft control. Contributing to the accident was the pilot's decision to fly with a known medical condition.",1,0,0,0,0,0,0,0,0
"The pilot's loss of yaw control and failure to maintain a proper descent rate and his subsequent improper use of the collective instead of the antitorque pedals to correct the yaw, which resulted in a hard landing.   ",1,0,0,0,0,0,0,0,0
"The pilot's loss of yaw control during takeoff due to the absence of hydraulic boost to the tail rotor pedals for reasons that could not be determined based on the available information.  A finding in the accident was the lack of a caution indicator to alert the pilot of the lower hydraulic system configuration.

 
",1,0,0,0,0,0,0,0,0
"The pilot's loss of yaw control during takeoff with a right quartering headwind in gusting wind conditions, which resulted in a collision with trees.  ",1,0,0,0,0,0,0,0,0
The pilot's loss tail rotor effectiveness while attempting a taxiway side-step during landing. Contributing to the accident was another pilot's failure to ensure the runway was clear before occupying the runway for takeoff.,1,0,0,0,1,0,0,0,0
The pilot's low altitude encounter with windshear during takeoff.,1,0,0,0,0,0,0,0,0
The pilot's low altitude flight into a power line due to his impairment from an acute physiologic event during the flight. Contributing to the pilot's impairment was his use of two sedating medications.,1,0,0,0,0,0,0,0,0
"The pilot's maneuver, which exceeded the airplane's structural limit and resulted in an in-flight breakup.",1,0,0,0,0,0,0,0,0
The pilot's medical incapacitation due to an acute cardiac event after performing aerobatic maneuvers.,1,0,0,0,0,0,0,0,0
The pilot's misalignment of the helicopter on the landing structure.,1,0,0,0,0,0,0,0,0
"The pilot's misapplication of brakes after landing, which resulted in the airplane nosing over.",1,0,0,0,0,0,0,0,0
The pilot's misidentification of a nearby snow-covered road as the snow-covered runway in flat light conditions.,1,0,0,0,1,0,0,0,0
"The pilot's misidentification of a parallel roadway for the runway and the airplane's subsequent collision with numerous objects during landing. 

 


",1,0,0,0,1,0,0,0,0
"The pilot's misidentification of the airport's active runway, resulting in an off-runway landing and collision with a ditch/berm.",1,0,0,0,1,0,0,0,0
"The pilot's misidentification of the airports active runway, which resulted in an off runway landing and a collision with a snow berm. Contributing to the accident was the runways lack of identifying markings. ",1,0,0,0,1,0,0,0,0
The pilot's misidentification of the runway environment in dusk light conditions. ,1,0,0,0,1,0,0,0,0
"The pilot's misidentification of the runway surface during landing. Contributing to the accident were the snow-covered terrain, and low-light conditions.",1,0,0,0,1,0,0,0,0
"The pilot's misjudged airspeed and glidepath, which resulted in a landing area overshoot and runway excursion.",1,0,0,0,1,0,0,0,0
"The pilot's misjudged airspeed during approach and improper flare, which resulted in a fast and hard landing.",1,0,0,0,0,0,0,0,0
The pilot's misjudged altitude and airspeed that resulted in his failure to attain the proper touchdown point.,1,0,0,0,0,0,0,0,0
"The pilot's misjudged altitude and distance, which resulted in the airplane's failure to attain the proper touchdown point and a landing overrun. Contributing to the accident were trees and the short runway.",1,0,0,0,1,0,0,0,0
"The pilot's misjudged altitude while landing in bright sunlight on an airstrip surrounded by snow, resulting in an undershoot and a nose over.",1,0,0,0,0,0,0,0,0
"The pilot's misjudged altitude, speed, and subsequent failure to attain the proper touchdown point while landing.",1,0,0,0,0,0,0,0,0
The pilot's misjudged application of the brakes during landing.,1,0,0,0,0,0,0,0,0
"The pilot's misjudged approach and failure to attain the correct touchdown point, which resulted in a runway overrun.",1,0,0,0,1,0,0,0,0
"The pilot's misjudged approach and failure to attain the proper touchdown point, which resulted in a runway overrun.",1,0,0,0,1,0,0,0,0
The pilot's misjudged approach and failure to attain the proper touchdown point.,1,0,0,0,0,0,0,0,0
"The pilot's misjudged approach and improper landing flare, which resulted in a hard landing.",1,0,0,0,0,0,0,0,0
The pilot's misjudged approach which resulted in overshooting the landing point and insufficient remaining landing surface.,1,0,0,0,0,0,0,0,0
The pilot's misjudged distance and altitude while on final approach to land. A factor contributing to the accident was a downdraft.,1,0,0,0,0,0,0,0,0
"The pilot's misjudged distance while step-taxiing after landing. Factors in the accident were rain showers, wind, and spray from the airplane's propeller.",1,0,0,0,0,0,0,0,0
The pilot's misjudged distance/altitude during takeoff.,1,0,0,0,0,0,0,0,0
"The pilot's misjudged distance/altitude which resulted in an undershoot while on final approach to land. Factors contributing to the accident were the lack of thermal lift (sinking air), and the lack of suitable terrain for the off-airport landing.",1,0,0,0,0,0,0,0,0
The pilot's misjudged distance/speed during landing.,1,0,0,0,0,0,0,0,0
"The pilot's misjudged flare and improper recovery from a bounced landing, which resulted in a loss of control and subsequent nose over.",1,0,0,0,0,0,0,0,0
The pilot's misjudged flare and loss of control during a glassy water landing.,1,0,0,0,0,0,0,0,0
"The pilot's misjudged flare and subsequent hard landing, and her inadequate recovery from a bounced landing.",1,0,0,0,0,0,0,0,0
"The pilot's misjudged glide path, which resulted in a runway undershoot and collision with terrain during landing.",1,0,0,0,1,0,0,0,0
"The pilot's misjudged landing flare and improper recovery from a bounced landing, and the pilot's failure to maintain directional control during the go-around after one of the airplane's propellers struck the runway.",1,0,0,0,1,0,0,0,0
The pilot's misjudged landing flare and improper use of the collective control.,1,0,0,0,0,0,0,0,0
The pilot's misjudged landing flare and inadequate recovery from a bounced landing.,2,0,0,0,0,0,0,0,0
The pilot's misjudged landing flare that resulted in a hard landing.,1,0,0,0,0,0,0,0,0
"The pilot's misjudged landing flare, inadequate bounced landing recovery technique, and failure to attain and maintain an adquate airspeed during an aborted landing.  Contributing to the accident was the short runway.",1,0,0,0,1,0,0,0,0
"The pilot's misjudged landing flare, inadequate bounced landing recovery, and failure to maintain directional control during a bounced landing that resulted in the tail rotor blades colliding with a hangar. Contributing to the accident was the burned out landing lights.",1,0,0,0,0,0,0,0,0
"The pilot's misjudged landing flare, resulting in a bounced landing and loss of directional control. Contributing to the accident was the pilot's inaccurate perception of the airplanes proximity to the ground as a result of the featureless white landing area.",1,0,0,0,0,0,0,0,0
"The pilot's misjudged landing flare, which resulted in a hard landing.",1,0,0,0,0,0,0,0,0
The pilot's misjudged landing flare.,1,0,0,0,0,0,0,0,0
The pilot's misjudged landing flare.  A contributing factor was the glare from the sun.,1,0,0,0,0,0,0,0,0
"The pilot's misjudged landing flare.  Contributing to the accident was the brownout condition created by the dust cloud that interfered with the pilot's perception of proximity to the ground, and the glare interference from the parked fire vehicles headlights with the pilot's night vision goggles.",1,0,0,0,0,0,0,0,0
The pilot's misjudged landing flare.  Contributing to the accident was the pilot's lack of any experience in the make and model airplane.,1,0,0,0,0,0,0,0,0
"The pilot's misjudged speed and altitude during approach that led to a long landing and his subsequent failure to maintain control during an attempted go-around.  Contributing to the accident were the dark night, the pilot's low total night flight experience, and low total time in the make and model airplane.",1,0,0,0,0,0,0,0,0
"The pilot's misjudged speed and altitude, which resulted in an undershoot of the landing zone.",1,0,0,0,0,0,0,0,0
The pilot's misjudged speed and distance during a water landing.,1,0,0,0,0,0,0,0,0
"The pilot's misjudged speed and distance during takeoff, which resulted in the float-equipped airplane colliding with a bank.",1,0,0,0,0,0,0,0,0
"The pilot's misjudged speed and distance during the intentional touchdown in the last half of the runway, which resulted in a landing overrun. Contributing to the accident was the muddy runway condition.",1,0,0,0,1,0,0,0,0
The pilot's misjudged speed/distance during landing.,1,0,0,0,0,0,0,0,0
"The pilot's misjudgedment of his speed and distance during landing, which resulted in an overrun.",1,0,0,0,0,0,0,0,0
The pilot's misjudgement of the landing flare resulting in a hard landing.,1,0,0,0,0,0,0,0,0
"The pilot's misjudgment of a ground spray rigs position and his incorrect belief that a runway incursion might occur, which resulted in the pilot attempting and then aborting a go-around, which resulted in a runway excursion and collision with a fence.
",1,0,0,0,1,0,0,0,0
"The pilot's misjudgment of altitude during low-altitude spraying operations, which resulted in an in-flight collision with water.",1,0,0,0,0,0,0,0,0
The pilot's misjudgment of distance and altitude from the runway and his subsequent failure to maintain an approach path that provided clearance from the terrain due to a visual illusion in dark night conditions.,1,0,0,0,1,0,0,0,0
"The pilot's misjudgment of distance and altitude, and failure to attain the proper touchdown point.  The pilot's delayed remedial action was also causal.",1,0,0,0,0,0,0,0,0
The pilot's misjudgment of distance and speed during landing.,1,0,0,0,0,0,0,0,0
The pilot's misjudgment of his helicopter's position relative to a parked helicopter during a pedal turn.,1,0,0,0,0,0,0,0,0
"The pilot's misjudgment of his speed and distance, which resulted in an overrun.",1,0,0,0,0,0,0,0,0
The pilot's misjudgment of speed and altitude while maneuvering to land during an emergency descent. Contributing to the accident was the partial loss of engine power.,1,0,1,0,0,0,0,0,0
"The pilot's misjudgment of speed and distance on final approach during a precautionary landing, resulting in a touchdown off the departure end of the runway and collision with terrain. A factor in the accident was a partial loss of engine power for reasons that could not be determined in post accident testing.",1,0,1,0,1,0,0,0,0
"The pilot's misjudgment of speed and distance on final approach resulting in a touchdown near the departure end of the runway, a runway excursion, and collision with trees.",1,0,0,0,1,0,0,0,0
"The pilot's misjudgment of speed and distance on final approach resulting in touchdown prior to the runway, a runway excursion down the right side of the runway, and a collision with an embankment.",1,0,0,0,1,0,0,0,0
"The pilot's misjudgment of speed and distance, resulting in an overshoot of the runway. Contributing to the accident was the pilot's failure to follow the Autopilot Preflight Test Fail checklist and his distraction with a flickering primary flight display screen.",1,0,0,0,1,0,0,0,0
The pilot's misjudgment of the airplane's altitude during the final approach.,1,0,0,0,0,0,0,0,0
The pilot's misjudgment of the airplane's distance from known transmission lines.,1,0,0,0,0,0,0,0,0
"The pilot's misjudgment of the airplanes speed and altitude during the landing approach, and his failure to attain the proper touchdown point during landing, which resulted in a runway overrun. Contributing to the accident were his access to a limited set of flight controls, his obstructed vision due to his seating position, and the pilots decision to return to the relatively constrained runway following a perceived anomaly of the airplanes flaps.",1,0,0,0,1,0,0,0,0
The pilot's misjudgment of the airplanes speed and the distance remaining during landing and his improper decision to not abort the landing.,1,0,0,0,0,0,0,0,0
The pilot's misjudgment of the amount of flaps required to attain the proper touchdown point. Contributing to the accident was the pilot's limited experience in the high performance glider.,1,0,0,0,0,0,0,0,0
"The pilot's misjudgment of the fuel consumption, which lead to fuel exhaustion. Contributing to the accident was the pilot's lack of experience in the accident airplane.",1,0,0,0,0,0,0,0,0
The pilot's misjudgment of the landing approach and subsequent long landing and overrun of the runway resulting in a collision with ground obstacles. Contributing to the accident was the pilot's likely fatigue and dehydration.,1,0,0,0,1,0,0,0,0
"The pilot's misjudgment of the landing area, which resulted in the airplane touching down on a grass area adjacent to the runway and between parallel taxiways.",1,0,0,0,1,0,0,0,0
The pilot's misjudgment of the landing flare and her inadequate recovery from the bounced landing.,1,0,0,0,0,0,0,0,0
The pilot's misjudgment of the landing flare which resulted in a bounced landing.,1,0,0,0,0,0,0,0,0
"The pilot's misjudgment of the runway surface condition, resulting in an aborted landing and collision with rising terrain during the ensuing takeoff attempt.",1,0,0,0,1,0,0,0,0
"The pilot's misjudgment of the runway surface firmness, which resulted in a nose-over during the landing roll.",1,0,0,0,1,0,0,0,0
"The pilot's misjudgment of the speed and distance required to land, which resulted in a runway overrun.",1,0,0,0,1,0,0,0,0
"The pilot's misjudgment of the takeoff distance needed to depart the lake, and his subsequent failure to maintain clearance from the water during a turn to avoid terrain, which resulted in impact with water.
",1,0,0,0,0,0,0,0,0
"The pilot's misjudgment of tree heights, which resulted in the collision with a tree.",1,0,0,0,0,0,0,0,0
The pilot's mismanagement of available fuel and incorrect use of the fuel boost pump which resulted in a total loss of engine power at a low altitude.,1,0,1,0,0,0,0,0,0
"The pilot's mismanagement of collective pitch control during takeoff from an area with numerous obstacles, which resulted in the helicopter entering a low rotor rpm state and a forced hard landing.",1,0,0,0,0,0,0,0,0
"The pilot's mismanagement of fuel, which resulted in fuel exhaustion and descent and collision with trees.",1,0,0,0,0,0,0,0,0
The pilot's mismanagement of his fuel supply which resulted in fuel starvation and a loss of engine power.,1,0,1,0,0,0,0,0,0
"The pilot's mismanagement of the airplane's fuel supply, which resulted in a total loss of engine power due to fuel starvation.",1,0,1,0,0,0,0,0,0
The pilot's mismanagement of the available fuel supply which resulted in a loss of engine power and subsequent emergency landing.,1,0,1,0,0,0,0,0,0
"The pilot's mismanagement of the available fuel supply, which resulted in a loss of engine power due to fuel exhaustion.",1,0,1,0,0,0,0,0,0
"The pilot's mismanagement of the available fuel, which resulted in a total loss of engine power due to fuel starvation, and his delayed reaction to the loss of engine power, which led to impact with trees as he was attempting to switch fuel tanks. Contributing to the accident was pilot's decision to operate the airplane with a malfunctioning fuel quantity indication system.",1,0,1,0,0,0,0,0,0
"The pilot's mismanagement of the available fuel, which resulted in a total loss of engine power due to fuel starvation.",1,0,1,0,0,0,0,0,0
"The pilot's mismanagement of the available fuel, which resulted in a total loss of engine power due to fuel starvation.",2,0,2,0,0,0,0,0,0
"The pilot's mismanagement of the available fuel, which resulted in a total loss of engine power due to fuel starvation. Contributing to the accident was the pilot's failure to follow the air start checklist.",1,0,1,0,0,0,0,0,0
"The pilot's mismanagement of the engine controls due to distraction in the traffic pattern, which resulted in a hard landing short of the runway.

",1,0,1,0,1,0,0,0,0
"The pilot's mismanagement of the fuel supply, which resulted in fuel exhaustion.",1,0,0,0,0,0,0,0,0
"The pilot's mismanagement of the fuel supply, which resulted in fuel exhaustion. Contributing to the accident was improper preflight planning.",1,0,0,0,0,0,0,0,0
"The pilot's mismanagement of the fuel supply, which resulted in fuel starvation.",1,0,0,0,0,0,0,0,0
"The pilot's mismanagement of the fuel system, which resulted in a total loss of engine power due to fuel starvation and the subsequent forced landing.",1,0,1,0,0,0,0,0,0
"The pilot's mismanagement of the onboard fuel supply, which resulted in fuel starvation to the engine and a subsequent loss of engine power. Contributing to the death of the right front passenger was the inadequate occupant restraint.",1,0,1,0,0,0,0,0,0
"The pilot's mismanagement of the onboard fuel, which resulted in fuel starvation, a total loss of power to both engines, and a subsequent forced landing. ",1,0,1,0,0,0,0,0,0
"The pilot's mismanagement of the throttle and propeller controls during the attempted go-around after encountering turbulence, which resulted in his failure to maintain adequate airspeed and climb rate and a subsequent forced landing and impact with terrain. Contributing to the accident was the pilots lack of knowledge about the airplanes equipment.",1,0,0,0,0,0,0,0,0
"The pilot's mismanagement off the fuel supply to the engine, which resulted in fuel starvation.",1,0,1,0,0,0,0,0,0
"The pilot's misuse of the brakes during landing, which resulted in the airplane nosing over.",1,0,0,0,0,0,0,0,0
"The pilot's movement of the throttle to the idle detent at the beginning of a practice autorotation, which was contrary to procedures and resulted in the engine hesitating during the power recovery and a subsequent hard landing.",1,0,1,0,0,0,0,0,0
"The pilot's negligent maintenance of the airplane, which resulted in improper fuel management, fuel starvation, and a loss of engine power during takeoff due to a missing securing pin in the fuel selector handle, and a subsequent forced landing on unsuitable terrain.",1,0,1,0,0,0,0,0,0
The pilot's non-stabilized approach that resulted in an improper flare and porpoise down the runway.,1,0,0,0,1,0,0,0,0
The pilot's on-ground loss of control during the landing roll upon encountering a sudden wind shift and gust.,1,0,0,0,0,0,0,0,0
"The pilot's operation of the aircraft outside of the manufacturers specified performance limitations, which resulted in the pilot's failure to maintain clearance from buildings and terrain during takeoff initial climb.",1,0,0,0,0,1,0,0,0
"The pilot's operation of the airplane at an altitude that was too low to allow for recovery from an intentional aerodynamic stall, which resulted in an impact with terrain. Contributing to the accident were the pilot's inability to recognize altitude deviations during slow flight due to the sun glare and the pilot's lack of knowledge of the stall performance characteristics of the airplane modified with vortex generators due to the lack of information from the manufacturer. 

 
",1,0,0,0,0,1,0,0,0
The pilot's operation of the airplane while impaired (alcohol) and his decision to attempt aerobatic maneuvers at a low altitude resulting in the loss of aircraft control and subsequent collision with trees.,1,0,0,0,0,0,0,0,0
"The pilot's operation of the airplane while intoxicated, which resulted in a loss of airplane control.",1,0,0,0,0,0,0,0,0
"The pilot's operation of the airplane with the alternator switch in the off position, which allowed the selected battery to discharge and resulted in an ignition system failure and a total loss of engine power.",1,0,1,0,0,0,0,0,0
"The pilot's operation of the helicopter at a low-forward airspeed out of ground effect, which resulted in the helicopters loss of translational lift and tail rotor authority and the pilots subsequent loss of helicopter control.",1,0,0,0,0,0,0,0,0
